,id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str,place,retweet_count,favorite_count,user_description,user_created_at,user_time_zone,user_geo_enabled,user_protected,user_listed_count,user_verified,user_statuses_count,user_contributors_enabled,user_profile_image_url,user_profile_background_image_url,user_screen_name,user_favourites_count,user_following,possibly_sensitive,Dominant_Topic,Topic_Perc_Contrib,Keywords
72,1069674652748972032,ChuckyCash714,RT @WCHLChapelboro: UNC Student Body President said she cannot support #SilentSam being placed on campus in any capacity,Mon Dec 03 19:28:05 +0000 2018,2018-12-03 19:28:05,,en,,,19578113,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1083386158187462656/r4cnb65p_normal.jpg,309.0,723.0,"iPhone: 35.994305,-78.901382",http://twitter.com/ChuckyCash714/statuses/1069674652748972032,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[71,81]}],""symbols"":[],""user_mentions"":[{""screen_name"":""WCHLChapelboro"",""name"":""WCHL & Chapelboro"",""id"":17781471,""id_str"":""17781471"",""indices"":[3,18]}],""urls"":[]}",,16.0,,🇬🇾✊🏾 🇧🇧 Role Models: 1. Malcolm X 2. Jackie Robinson 3. Charles K Robinson Sr 4. Stuart Scott 5. Diddy,Tue Jan 27 04:55:21 +0000 2009,,True,,27.0,,176158,,http://pbs.twimg.com/profile_images/1083386158187462656/r4cnb65p_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,ChuckyCash714,3281.0,,,7.0,0.7996000051498413,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
73,1032789354987638784,DavidKrancer,@MuhammadLila she needs to put down the fork. #silentsam,Fri Aug 24 00:39:05 +0000 2018,2018-08-24 01:39:05,,en,26059158.0,MuhammadLila,802142772782395392,1.0317509282929254e+18,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/861318419076988929/vfKLv8uC_normal.jpg,882.0,2514.0,"Kemmerer, WY",http://twitter.com/DavidKrancer/statuses/1032789354987638784,"{""hashtags"":[{""text"":""silentsam"",""indices"":[46,56]}],""symbols"":[],""user_mentions"":[{""screen_name"":""MuhammadLila"",""name"":""Muhammad Lila"",""id"":26059158,""id_str"":""26059158"",""indices"":[0,13]}],""urls"":[]}",,,,Politics. Hockey. Football. Baseball. My tweets are my own misguided opinions. Please do not rely. My next ban on Facebook is permanent. #AntiFreeSpeechBook,Fri Nov 25 13:31:54 +0000 2016,,True,,2.0,,16572,,http://pbs.twimg.com/profile_images/861318419076988929/vfKLv8uC_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,DavidKrancer,19647.0,,,7.0,0.7749999761581421,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
75,1073719116677242880,RavenRavinoff,"About time tbh

#ncpol #ncga #UNC #SilentSam https://t.co/R6qgrzchYX",Fri Dec 14 23:19:20 +0000 2018,2018-12-14 23:19:20,,en,,,1087165952,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/858766667345784832/y6MgLiC9_normal.jpg,1288.0,3438.0,Mountains of Western North Carolina,http://twitter.com/RavenRavinoff/statuses/1073719116677242880,"{""hashtags"":[{""text"":""ncpol"",""indices"":[16,22]},{""text"":""ncga"",""indices"":[23,28]},{""text"":""UNC"",""indices"":[29,33]},{""text"":""SilentSam"",""indices"":[34,44]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/R6qgrzchYX"",""expanded_url"":""https://twitter.com/RossMartin_IC/status/1073691530957860867"",""display_url"":""twitter.com/RossMartin_IC/…"",""indices"":[45,68]}]}",,,1.0,Web Developer & Space Nerd,Sun Jan 13 20:38:52 +0000 2013,,,,102.0,,8590,,http://pbs.twimg.com/profile_images/858766667345784832/y6MgLiC9_normal.jpg,http://abs.twimg.com/images/themes/theme14/bg.gif,RavenRavinoff,17050.0,,,7.0,0.7601000070571899,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
70,1031995273403400192,dcm,"RT @leestorrow: Statement from @unc_execbranch on students tearing down #SilentSam: ""They were right to do so."" https://t.co/En954xpDnm",Tue Aug 21 20:03:41 +0000 2018,2018-08-21 21:03:41,,en,,,9859172,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/877263576041488384/uMt7SOs4_normal.jpg,749.0,610.0,"Chapel Hill, NC, USA",http://twitter.com/dcm/statuses/1031995273403400192,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[72,82]}],""symbols"":[],""user_mentions"":[{""screen_name"":""leestorrow"",""name"":""Lee Storrow"",""id"":122131223,""id_str"":""122131223"",""indices"":[3,14]},{""screen_name"":""unc_execbranch"",""name"":""UNC Executive Branch"",""id"":65780563,""id_str"":""65780563"",""indices"":[31,46]}],""urls"":[],""media"":[{""id"":1031980104090624000,""id_str"":""1031980104090624000"",""indices"":[112,135],""media_url"":""http://pbs.twimg.com/media/DlJUb9-XoAA6iWR.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DlJUb9-XoAA6iWR.jpg"",""url"":""https://t.co/En954xpDnm"",""display_url"":""pic.twitter.com/En954xpDnm"",""expanded_url"":""https://twitter.com/leestorrow/status/1031980139415052288/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":982,""h"":420,""resize"":""fit""},""small"":{""w"":680,""h"":291,""resize"":""fit""},""large"":{""w"":982,""h"":420,""resize"":""fit""}},""source_status_id"":1031980139415052300,""source_status_id_str"":""1031980139415052288"",""source_user_id"":122131223,""source_user_id_str"":""122131223""}]}",,2.0,,Swamp dog wrangler,Thu Nov 01 18:09:19 +0000 2007,,True,,54.0,,19382,,http://pbs.twimg.com/profile_images/877263576041488384/uMt7SOs4_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,dcm,4999.0,,,7.0,0.7329000234603882,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
76,1069773095152599041,kellyimca,"I’ll be joining in the TA strike at UNC to withhold grading for the Fall semester until demands for the withdrawal of @ChancellorFolt ‘s plans for #silentsam (among others) are met. You should too. 

We have nothing to lose but our chains. https://t.co/sXItTdisdN",Tue Dec 04 01:59:15 +0000 2018,2018-12-04 01:59:15,,en,,,950007238676090880,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1018490799791792130/kWQvIIqX_normal.jpg,424.0,183.0,,http://twitter.com/kellyimca/statuses/1069773095152599041,"{""hashtags"":[{""text"":""silentsam"",""indices"":[147,157]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ChancellorFolt"",""name"":""Carol Folt"",""id"":2348665074,""id_str"":""2348665074"",""indices"":[118,133]}],""urls"":[],""media"":[{""id"":1069773090350096400,""id_str"":""1069773090350096384"",""indices"":[240,263],""media_url"":""http://pbs.twimg.com/media/DtiY9TCW4AAgamC.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DtiY9TCW4AAgamC.jpg"",""url"":""https://t.co/sXItTdisdN"",""display_url"":""pic.twitter.com/sXItTdisdN"",""expanded_url"":""https://twitter.com/kellyimca/status/1069773095152599041/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":510,""h"":680,""resize"":""fit""},""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""}}}]}",,56.0,214.0,Grad student in Classics. Interested in issues of gender & sexuality. Rabid consumer of podcasts. She/her. 🏺💄Ⓐ 🏴🏳️‍🌈,Sun Jan 07 14:12:30 +0000 2018,,,,4.0,,975,,http://pbs.twimg.com/profile_images/1018490799791792130/kWQvIIqX_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,kellyimca,2163.0,,,7.0,0.6967999935150146,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
77,1032352558994649090,tiffanypennamon,"RT @DiverseIssues: Scholars, Students React to Removal of ‘Silent Sam’ @UNC by @tiffanypennamon @monlevy_ #SilentSam #confederatemonuments 

https://t.co/cpyBtIInTR",Wed Aug 22 19:43:24 +0000 2018,2018-08-22 20:43:24,,en,,,1502087738,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1041785514968449025/NW6hq9bo_normal.jpg,1019.0,2653.0,tiffany@diverseeducation.com,http://twitter.com/tiffanypennamon/statuses/1032352558994649090,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[106,116]},{""text"":""confederatemonuments"",""indices"":[117,138]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DiverseIssues"",""name"":""Diverse Issues"",""id"":42950839,""id_str"":""42950839"",""indices"":[3,17]},{""screen_name"":""UNC"",""name"":""UNC-Chapel Hill"",""id"":20683724,""id_str"":""20683724"",""indices"":[71,75]},{""screen_name"":""tiffanypennamon"",""name"":""Tiffany Pennamon"",""id"":1502087738,""id_str"":""1502087738"",""indices"":[79,95]},{""screen_name"":""monlevy_"",""name"":""Monica Levitan"",""id"":263334715,""id_str"":""263334715"",""indices"":[96,105]}],""urls"":[]}",,3.0,,"Higher ed journalist, @DiverseIssues. 1908. NABJ. Lover of music, quotes & scary movies. Proud @spelmancollege/@columbiajourn alumna. 📚🗞",Tue Jun 11 11:23:53 +0000 2013,,,,39.0,,4718,,http://pbs.twimg.com/profile_images/1041785514968449025/NW6hq9bo_normal.jpg,http://abs.twimg.com/images/themes/theme15/bg.png,tiffanypennamon,3176.0,,,7.0,0.6510000228881836,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
79,1085033446081249280,janestancill,"Our photojournalist @juliawall_ reports there is heavy equipment on the scene at the #SilentSam pedestal, along with heavy security. Is there a move afoot?",Tue Jan 15 04:38:27 +0000 2019,2019-01-15 04:38:27,,en,,,21786089,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/1724851185/image_normal.jpg,2736.0,617.0,Raleigh/Durham,http://twitter.com/janestancill/statuses/1085033446081249280,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[85,95]}],""symbols"":[],""user_mentions"":[{""screen_name"":""juliawall_"",""name"":""Julia Wall"",""id"":509645509,""id_str"":""509645509"",""indices"":[20,31]}],""urls"":[]}",,9.0,19.0,Education reporter at The News & Observer. Durhamite. Mom to 12th grader and rambunctious Jack-Rat terrier. Wahoo.,Tue Feb 24 19:26:01 +0000 2009,,True,,125.0,,5857,,http://pbs.twimg.com/profile_images/1724851185/image_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,janestancill,894.0,,,7.0,0.6485000252723694,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
71,913819992340205569,Move_Silent_Sam,RT @TheHerald_Sun: Chancellor says #SilentSam is draining ‘energy and goodwill’ on #UNC campus https://t.co/u8xJJ9O7F5,Fri Sep 29 17:37:18 +0000 2017,2017-09-29 18:37:18,,en,,,902368662975385606,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/902385451046141952/LGwRsVrD_normal.jpg,1584.0,1344.0,"Chapel Hill, NC",http://twitter.com/Move_Silent_Sam/statuses/913819992340205569,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[35,45]},{""text"":""UNC"",""indices"":[83,87]}],""symbols"":[],""user_mentions"":[{""screen_name"":""TheHerald_Sun"",""name"":""Durham Herald-Sun"",""id"":293063251,""id_str"":""293063251"",""indices"":[3,17]}],""urls"":[{""url"":""https://t.co/u8xJJ9O7F5"",""expanded_url"":""http://www.heraldsun.com/news/local/confederate-statues/article176009281.html"",""display_url"":""heraldsun.com/news/local/con…"",""indices"":[95,118]}]}",,6.0,,"UNC's ""Silent Sam"" Confederate monument will be moved. Permanently. We're helping speed up the process. Also: Rename Aycock Hall! move.silent.sam@gmail.com",Tue Aug 29 03:13:49 +0000 2017,,,,10.0,,8707,,http://pbs.twimg.com/profile_images/902385451046141952/LGwRsVrD_normal.jpg,,Move_Silent_Sam,30866.0,,,7.0,0.6438999772071838,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
78,911284319938842624,NCCU_AudioNet,RT @TheHerald_Sun: Commission moves swiftly to postpone decision on Confederate monuments https://t.co/QPDC29R4LC #SilentSam,Fri Sep 22 17:41:27 +0000 2017,2017-09-22 18:41:27,,en,,,65315775,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/360242815/2_logo_normal.jpg,701.0,271.0,"Durham, North Carolina",http://twitter.com/NCCU_AudioNet/statuses/911284319938842624,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[114,124]}],""symbols"":[],""user_mentions"":[{""screen_name"":""TheHerald_Sun"",""name"":""Durham Herald-Sun"",""id"":293063251,""id_str"":""293063251"",""indices"":[3,17]}],""urls"":[{""url"":""https://t.co/QPDC29R4LC"",""expanded_url"":""http://www.heraldsun.com/news/state/article174801976.html"",""display_url"":""heraldsun.com/news/state/art…"",""indices"":[90,113]}]}",,4.0,,NCCU's student radio station. Follow us on Twitter and Instagram and like us on Facebook!,Thu Aug 13 08:25:53 +0000 2009,,True,,40.0,,37306,,http://pbs.twimg.com/profile_images/360242815/2_logo_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,NCCU_AudioNet,16025.0,,,7.0,0.6171000003814697,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
74,1031751678704242688,SaveManning,#solidarity #UNC #students 🚫🤠 #TearThemAllDown or we will 💖🌈💕 #silentsam #WeGotThis https://t.co/Sr1OVdypoE,Tue Aug 21 03:55:43 +0000 2018,2018-08-21 04:55:43,,en,,,154045477,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/955568619731103745/ehMaSnhu_normal.jpg,43653.0,204.0,"Maryland, USA",http://twitter.com/SaveManning/statuses/1031751678704242688,"{""hashtags"":[{""text"":""solidarity"",""indices"":[0,11]},{""text"":""UNC"",""indices"":[12,16]},{""text"":""students"",""indices"":[17,26]},{""text"":""TearThemAllDown"",""indices"":[30,46]},{""text"":""silentsam"",""indices"":[62,72]},{""text"":""WeGotThis"",""indices"":[73,83]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/Sr1OVdypoE"",""expanded_url"":""https://twitter.com/xychelsea/status/1031739728347967488"",""display_url"":""twitter.com/xychelsea/stat…"",""indices"":[84,107]}]}",,4.0,9.0,We stand with Chelsea Manning. (Recently released!) Imprisoned for 7 years for revealing the true nature of 21st century asymmetric warfare and diplomacy.,Thu Jun 10 06:31:29 +0000 2010,,,,1021.0,,11572,,http://pbs.twimg.com/profile_images/955568619731103745/ehMaSnhu_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,SaveManning,1149.0,,,7.0,0.6140000224113464,"statue, sarah_willets, student, protester, night_after, protester_pulled, which_erected, theherald_sun, until, confederate_soldier"
48,1099832309971406852,InTheMiddleNow,"RT @sams_reckoning: Our goal is to give a complete reckoning of #SilentSam's slaveowning Confederate dead, so that the next time someone comes along to prop him up, they'll be able to measure precisely the legacy of human suffering and oppression that they celebrate.",Mon Feb 25 00:43:51 +0000 2019,2019-02-25 00:43:51,,en,,,903296774084993025,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/903303559369953283/_xd-zJ1M_normal.jpg,113.0,1253.0,,http://twitter.com/InTheMiddleNow/statuses/1099832309971406852,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[64,74]}],""symbols"":[],""user_mentions"":[{""screen_name"":""sams_reckoning"",""name"":""Silent Sam's Reckoning"",""id"":1084084009947279400,""id_str"":""1084084009947279361"",""indices"":[3,18]}],""urls"":[]}",,57.0,,Love Nature and the Beauty around us All,Thu Aug 31 16:41:48 +0000 2017,,,,1.0,,6298,,http://pbs.twimg.com/profile_images/903303559369953283/_xd-zJ1M_normal.jpg,,InTheMiddleNow,7515.0,,,6.0,0.897599995136261,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
5108,1084442109250359298,sams_reckoning,"Our goal is to give a complete reckoning of #SilentSam's slaveowning Confederate dead, so that the next time someone comes along to prop him up, they'll be able to measure precisely the legacy of human suffering and oppression that they celebrate.",Sun Jan 13 13:28:41 +0000 2019,2019-01-13 13:28:41,,en,1.0840840099472792e+18,sams_reckoning,1084084009947279361,1.0844421082353171e+18,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1084162955124621312/WZpybEqX_normal.jpg,864.0,93.0,,http://twitter.com/sams_reckoning/statuses/1084442109250359298,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[44,54]}],""symbols"":[],""user_mentions"":[],""urls"":[]}",,57.0,188.0,"#SilentSam memorializes 287 #UNC Confederate dead. Many of their families bought, sold and enslaved men, women, and children. Here are the receipts.",Sat Jan 12 13:45:44 +0000 2019,,,,2.0,,417,,http://pbs.twimg.com/profile_images/1084162955124621312/WZpybEqX_normal.jpg,,sams_reckoning,453.0,,,6.0,0.8949999809265137,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
62,1073692033422770176,eetheridge,"""It is our duty to fight for our freedom! It is our duty to win!"" #SilentSam #StrikeDownSam #deDixifiecation #Volume11 https://t.co/a5E2hrPOhg",Fri Dec 14 21:31:43 +0000 2018,2018-12-14 21:31:43,,en,,,7994912,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/530365846556663809/fp0hwAuP_normal.jpeg,946.0,1328.0,"West Village, NYC",http://twitter.com/eetheridge/statuses/1073692033422770176,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[66,76]},{""text"":""StrikeDownSam"",""indices"":[77,91]},{""text"":""deDixifiecation"",""indices"":[92,108]},{""text"":""Volume11"",""indices"":[109,118]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/a5E2hrPOhg"",""expanded_url"":""https://twitter.com/Move_Silent_Sam/status/1073406793429196801"",""display_url"":""twitter.com/Move_Silent_Sa…"",""indices"":[119,142]}]}",,,1.0,Photographer and Freedom Rider chronicler. New edition of Breach of Peace: Portraits of the 1961 Freedom Riders is now out. https://t.co/ZhnDbgSoJt,Mon Aug 06 15:36:42 +0000 2007,,True,,29.0,,7804,,http://pbs.twimg.com/profile_images/530365846556663809/fp0hwAuP_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,eetheridge,3935.0,,,6.0,0.795199990272522,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
64,1033369327922282497,antinazisock,Cops and Klan go hand in hand. #SilentSam #UNC https://t.co/o2wXYvNdOO,Sat Aug 25 15:03:41 +0000 2018,2018-08-25 16:03:41,,en,,,981576356281581569,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/1046714306333691904/pPlwCc9i_normal.jpg,117.0,308.0,,http://twitter.com/antinazisock/statuses/1033369327922282497,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[31,41]},{""text"":""UNC"",""indices"":[42,46]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/o2wXYvNdOO"",""expanded_url"":""https://twitter.com/hudson_santosjr/status/1033369081519464448"",""display_url"":""twitter.com/hudson_santosj…"",""indices"":[47,70]}]}",,,1.0,Insurrectionary Anarchist.  Fuck you Nazi Scum.,Wed Apr 04 16:56:54 +0000 2018,,,,1.0,,620,,http://pbs.twimg.com/profile_images/1046714306333691904/pPlwCc9i_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,antinazisock,1147.0,,,6.0,0.7889000177383423,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
21088,1038845165811761157,YesYoureRacist,"To recap this weekend’s #SilentSam protests:
• Cops confiscated canned goods collected by anti-Silent Sam counter-protesters
• Cops guarded the pro-Confederate protesters
• After they left, a smoke grenade fell out of a cop’s hand
• Cops violently arrested counter-protesters https://t.co/IZLd9FhDiE",Sun Sep 09 17:42:42 +0000 2018,2018-09-09 18:42:42,,en,,,858924511,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/2674883382/3a739bdfa22123fb9df408c859b906b9_normal.gif,386146.0,76.0,A dark corner of the Internet,http://twitter.com/YesYoureRacist/statuses/1038845165811761157,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[24,34]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":1038845057934286800,""id_str"":""1038845057934286848"",""indices"":[276,299],""media_url"":""http://pbs.twimg.com/media/Dmq4E37X4AAU4sT.jpg"",""media_url_https"":""https://pbs.twimg.com/media/Dmq4E37X4AAU4sT.jpg"",""url"":""https://t.co/IZLd9FhDiE"",""display_url"":""pic.twitter.com/IZLd9FhDiE"",""expanded_url"":""https://twitter.com/YesYoureRacist/status/1038845165811761157/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1070,""h"":696,""resize"":""fit""},""small"":{""w"":680,""h"":442,""resize"":""fit""},""medium"":{""w"":1070,""h"":696,""resize"":""fit""}}}]}",,581.0,1003.0,"If you have to start a sentence with 'I'm not racist, but...' then chances are you're pretty racist. Created by @LoganJames. RT≠endorsement, obviously.",Wed Oct 03 00:14:03 +0000 2012,,True,,1775.0,,14998,,http://pbs.twimg.com/profile_images/2674883382/3a739bdfa22123fb9df408c859b906b9_normal.gif,http://abs.twimg.com/images/themes/theme1/bg.png,YesYoureRacist,3557.0,,,6.0,0.7462000250816345,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
17315,1056282800771362816,BoxyLemons,"RT @YesYoureRacist: To recap this weekend’s #SilentSam protests:
• Cops confiscated canned goods collected by anti-Silent Sam counter-protesters
• Cops guarded the pro-Confederate protesters
• After they left, a smoke grenade fell out of a cop’s hand
• Cops violently arrested counter-protesters https://t.co/IZLd9FhDiE",Sat Oct 27 20:33:39 +0000 2018,2018-10-27 21:33:39,,en,,,743666168481800193,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1096253987286704128/BoAKbYL4_normal.png,207.0,1408.0,Holy Roman Empire,http://twitter.com/BoxyLemons/statuses/1056282800771362816,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[44,54]}],""symbols"":[],""user_mentions"":[{""screen_name"":""YesYoureRacist"",""name"":""Yes, You're Racist"",""id"":858924511,""id_str"":""858924511"",""indices"":[3,18]}],""urls"":[]}",,581.0,,Name is Enzo/Vinny.  He/They. Latinx. Pan. Scalie. Socdem. DON'T expect me to share your opinions. I run a variety YouTube channel. Aspiring Filmmaker & Writer.,Fri Jun 17 04:46:46 +0000 2016,,,,4.0,,34955,,http://pbs.twimg.com/profile_images/1096253987286704128/BoAKbYL4_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,BoxyLemons,35513.0,,,6.0,0.7340999841690063,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
36722,1032100854596288512,dehhartman,RT @ssiddiqui83: Franklin-Columbia Intersection locked down #SilenceSam #SilentSam https://t.co/6dphtmeGL8,Wed Aug 22 03:03:13 +0000 2018,2018-08-22 04:03:13,,en,,,834951907466743809,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/884901326722920448/Wz3Ie5tM_normal.jpg,164.0,139.0,,http://twitter.com/dehhartman/statuses/1032100854596288512,"{""hashtags"":[{""text"":""SilenceSam"",""indices"":[60,71]},{""text"":""SilentSam"",""indices"":[72,82]}],""symbols"":[],""user_mentions"":[{""screen_name"":""ssiddiqui83"",""name"":""Samee Siddiqui"",""id"":232838616,""id_str"":""232838616"",""indices"":[3,15]}],""urls"":[],""media"":[{""id"":1031709115284967400,""id_str"":""1031709115284967424"",""indices"":[83,106],""media_url"":""http://pbs.twimg.com/ext_tw_video_thumb/1031709115284967424/pu/img/y06xc9wjXlATqYje.jpg"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1031709115284967424/pu/img/y06xc9wjXlATqYje.jpg"",""url"":""https://t.co/6dphtmeGL8"",""display_url"":""pic.twitter.com/6dphtmeGL8"",""expanded_url"":""https://twitter.com/ssiddiqui83/status/1031709217781112832/video/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":383,""h"":680,""resize"":""fit""},""large"":{""w"":720,""h"":1280,""resize"":""fit""},""medium"":{""w"":675,""h"":1200,""resize"":""fit""}},""source_status_id"":1031709217781112800,""source_status_id_str"":""1031709217781112832"",""source_user_id"":232838616,""source_user_id_str"":""232838616""}]}",,14.0,,,Fri Feb 24 02:23:42 +0000 2017,,True,,1.0,,74606,,http://pbs.twimg.com/profile_images/884901326722920448/Wz3Ie5tM_normal.jpg,,dehhartman,38727.0,,,6.0,0.7214000225067139,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
69,900369672800878592,DurmHeel,"#SilentSam protesters are against racism &amp; prejudice, yet they chant, ""Cops and Klan go hand in hand,"" prejudging all Cops.  #hypocrites",Wed Aug 23 14:50:32 +0000 2017,2017-08-23 15:50:32,,en,,,557843936,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/1099502083974283269/q5AcLPdc_normal.jpg,147.0,544.0,Don’t work at UNC or in CH,http://twitter.com/DurmHeel/statuses/900369672800878592,"{""hashtags"":[{""text"":""SilentSam"",""indices"":[0,10]},{""text"":""hypocrites"",""indices"":[129,140]}],""symbols"":[],""user_mentions"":[],""urls"":[]}",,,,"Laid back Po Po, Diehard UNC fan, Jersey collector, Non-snob foodie, Cheeseburger aficionado, Durham Bulls/Tampa Rays. I believe in the Golden Rule.",Thu Apr 19 16:22:21 +0000 2012,,True,,5.0,,1941,,http://pbs.twimg.com/profile_images/1099502083974283269/q5AcLPdc_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,DurmHeel,345.0,,,6.0,0.7027999758720398,"protester, dems, freedom, fighter, stop, protecting, side, surrounding, hand, dth_udesk"
